Depth,Vugs
2652.10,0.342634221
2652.20,0.298657792
2652.30,2.015365382
2652.40,2.082546526
2652.50,0.694753869
2652.60,1.019451573
2652.70,0
2652.80,0
2652.90,0
2653.00,0
2653.10,0
2653.20,0
2653.30,0
2653.40,0
2653.50,0
2653.60,0
2653.70,0
2653.80,0.050085078
2653.90,0.999293847
2654.00,5.835804076
2654.10,2.94681112
2654.20,1.027799673
2654.30,0.716037324
2654.40,3.526928807
2654.50,2.800161346
2654.60,0.632911625
2654.70,3.006838003
2654.80,1.761079302
2654.90,0.440969607
2655.00,2.248724514
2655.10,0
2655.20,1.283849476
2655.30,1.911519862
2655.40,1.674248715
2655.50,1.373432582
2655.60,3.959782095
2655.70,6.597268543
2655.80,8.171265224
2655.90,9.028065318
2656.00,8.831713426
2656.10,6.739577067
2656.20,4.576669529
2656.30,1.504139784
2656.40,1.963880219
2656.50,0.486441602
2656.60,0
2656.70,0
2656.80,0
2656.90,0
2657.00,0
2657.10,0
2657.20,0
2657.30,0
2657.40,0
2657.50,0
2657.60,0
2657.70,0
2657.80,0
2657.90,0
2658.00,0.725069127
2658.10,1.698909849
2658.20,0.488104884
2658.30,4.123373042
2658.40,4.328560289
2658.50,4.675890445
2658.60,3.341326145
2658.70,0
2658.80,0
2658.90,0
2659.00,0
2659.10,0.332933388
2659.20,1.74291839
2659.30,6.560981704
2659.40,2.498329137
2659.50,1.616034144
2659.60,2.295649608
2659.70,5.737761107
2659.80,4.399260088
2659.90,1.087491053
2660.00,4.34695104
2660.10,6.488243089
2660.20,3.825460738
2660.30,7.490790921
2660.40,10.63933974
2660.50,4.325401854
2660.60,8.122988377
2660.70,4.756235614
2660.80,3.671204636
2660.90,1.556369884
2661.00,1.819997179
2661.10,2.10059397
2661.20,1.410396344
2661.30,3.913854106
2661.40,1.22665821
2661.50,2.232439245
2661.60,3.313464009
2661.70,5.394483541
2661.80,3.936722191
2661.90,2.299780601
2662.00,3.52413794
2662.10,2.937959891
2662.20,2.843859451
2662.30,4.307690594
2662.40,3.460622177
2662.50,2.308598832
2662.60,3.103366112
2662.70,3.690261726
2662.80,4.590674233
2662.90,5.199623656
2663.00,5.281571441
2663.10,4.833211232
2663.20,3.711128287
2663.30,2.479193684
2663.40,0.772457675
2663.50,1.440323905
2663.60,1.596067783
2663.70,1.862928493
2663.80,4.016774518
2663.90,3.209013923
2664.00,2.791022513
2664.10,4.370804775
2664.20,3.606819079
2664.30,2.080256136
2664.40,0.359786345
2664.50,2.911740054
2664.60,0.781491335
2664.70,0.830258867
2664.80,1.535081927
2664.90,1.583735236
2665.00,1.592331923
2665.10,0.536709766
2665.20,0.388512917
2665.30,0.450358511
2665.40,1.009792416
2665.50,0
2665.60,0
2665.70,0
2665.80,0
2665.90,0
2666.00,0
2666.10,0
2666.20,0
2666.30,0
2666.40,0
2666.50,0
2666.60,0
2666.70,0.224768445
2666.80,0.200063177
2666.90,0.437562492
2667.00,0.631809717
2667.10,1.417883222
2667.20,1.22969439
2667.30,1.768527976
2667.40,2.277230021
2667.50,2.105050463
2667.60,2.004753994
2667.70,1.322540478
2667.80,1.130839297
2667.90,0.977795116
2668.00,1.094527142
2668.10,0.541203036
2668.20,0
2668.30,0
2668.40,0
2668.50,0
2668.60,0
2668.70,0
2668.80,0
2668.90,0
2669.00,0
2669.10,0
2669.20,0
2669.30,0
2669.40,0
2669.50,0
2669.60,0
2669.70,0
2669.80,0
2669.90,0
2670.00,0
2670.10,0
2670.20,0
2670.30,0
2670.40,0
2670.50,0
2670.60,0
2670.70,0
2670.80,0
2670.90,0
2671.00,0
2671.10,0
2671.20,0
2671.30,0
2671.40,0
2671.50,0
2671.60,0
2671.70,0
2671.80,0
2671.90,0
2672.00,0
2672.10,0
2672.20,0
2672.30,0
2672.40,0
2672.50,0
2672.60,0
2672.70,0
2672.80,0
2672.90,0
2673.00,0
2673.10,0
2673.20,0
2673.30,0
2673.40,0
2673.50,0
2673.60,0
2673.70,0
2673.80,0
2673.90,0
2674.00,0
2674.10,0
2674.20,0
2674.30,0
2674.40,0
2674.50,0
2674.60,0
2674.70,0
2674.80,0
2674.90,0
2675.00,0
2675.10,0
2675.20,0
2675.30,0
2675.40,0
2675.50,0
2675.60,0
2675.70,0
2675.80,0
2675.90,0
2676.00,0
2676.10,0
2676.20,0
2676.30,0
2676.40,0
2676.50,0
2676.60,0
2676.70,0
2676.80,0
2676.90,0
2677.00,0
2677.10,0
2677.20,0
2677.30,0
2677.40,0
2677.50,0
2677.60,0
2677.70,0
2677.80,0
2677.90,0
2678.00,0
2678.10,0
2678.20,0
2678.30,0
2678.40,0
2678.50,0
2678.60,0
2678.70,0
2678.80,0
2678.90,0
2679.00,0
2679.10,0
2679.20,0
2679.30,0
2679.40,0
2679.50,0
2679.60,0
2679.70,0
2679.80,0
2679.90,0
2680.00,0
2680.10,0
2680.20,0
2680.30,0
2680.40,0
2680.50,0
2680.60,0
2680.70,0
2680.80,0
2680.90,0
2681.00,0
2681.10,0
2681.20,0
2681.30,0
2681.40,0
2681.50,0
2681.60,0
2681.70,0
2681.80,0
2681.90,0
2682.00,0
2682.10,0
2682.20,0
2682.30,0
2682.40,0
2682.50,0
2682.60,0
2682.70,0
2682.80,0
2682.90,0
2683.00,0
2683.10,0
2683.20,0
2683.30,0
2683.40,0
2683.50,0
2683.60,0
2683.70,0
2683.80,0
2683.90,0
2684.00,0
2684.10,0
2684.20,0
2684.30,0
2684.40,0
2684.50,0
2684.60,0
2684.70,0
2684.80,0
2684.90,0
2685.00,0
2685.10,0
2685.20,0
2685.30,0
2685.40,0
2685.50,0
2685.60,0
2685.70,0
2685.80,0
2685.90,0
2686.00,0
2686.10,0
2686.20,0
2686.30,0
2686.40,0
2686.50,0
2686.60,0
2686.70,0
2686.80,0
2686.90,0
2687.00,0
2687.10,0
2687.20,0
2687.30,0
2687.40,0
2687.50,0
2687.60,0
2687.70,0
2687.80,0
2687.90,0
2688.00,0
2688.10,0
2688.20,0
2688.30,0
2688.40,0
2688.50,0
2688.60,0
2688.70,0
2688.80,0
2688.90,0
2689.00,0
2689.10,0
2689.20,0
2689.30,0
2689.40,0
2689.50,0
2689.60,0
2689.70,0
2689.80,0
2689.90,0
2690.00,0
2690.10,0
2690.20,0
2690.30,0
2690.40,0
2690.50,0
2690.60,0
2690.70,0
2690.80,0
2690.90,0
2691.00,0
2691.10,0
2691.20,0
2691.30,0
2691.40,0
2691.50,0
2691.60,0
2691.70,0
2691.80,0
2691.90,0
2692.00,0
2692.10,0
2692.20,0
2692.30,0
2692.40,0
2692.50,0
2692.60,0
2692.70,0
2692.80,0
2692.90,0
2693.00,0
2693.10,0
2693.20,0
2693.30,0
2693.40,0
2693.50,0
2693.60,0
2693.70,0
2693.80,0
2693.90,0
2694.00,0
2694.10,0
2694.20,0
2694.30,0
2694.40,0
2694.50,0
2694.60,0
2694.70,0
2694.80,0
2694.90,0
2695.00,0
2695.10,0
2695.20,0
2695.30,0
2695.40,0
2695.50,0
2695.60,0
2695.70,0
2695.80,0
2695.90,0
2696.00,0
2696.10,0
2696.20,0
2696.30,0
2696.40,0
2696.50,0
2696.60,0
2696.70,0
2696.80,0
2696.90,0
2697.00,0
2697.10,0
2697.20,0
2697.30,0
2697.40,0
2697.50,0
2697.60,0
2697.70,0
2697.80,0
2697.90,0
2698.00,0
2698.10,0
2698.20,0
2698.30,0
2698.40,0
2698.50,0
2698.60,0
2698.70,0
2698.80,0
2698.90,0
2699.00,0
2699.10,0
2699.20,0
2699.30,0
2699.40,0
2699.50,0
2699.60,0
2699.70,0
2699.80,0
2699.90,0
2700.00,0
2700.10,0
2700.20,0
2700.30,0
2700.40,0
2700.50,0
2700.60,0
2700.70,0
2700.80,0
2700.90,0
2701.00,0
2701.10,0
2701.20,0
2701.30,0
2701.40,0
2701.50,0
2701.60,0
2701.70,0
2701.80,0
2701.90,0
2702.00,0
2702.10,0
2702.20,0
2702.30,0
2702.40,0
2702.50,0
2702.60,0
2702.70,0
2702.80,0
2702.90,0
2703.00,0
2703.10,0
2703.20,0
2703.30,0
2703.40,0
2703.50,0
2703.60,0
2703.70,0
2703.80,0
2703.90,0
2704.00,0
2704.10,0
2704.20,0
2704.30,0
2704.40,0
2704.50,0
2704.60,0
2704.70,0
2704.80,0
2704.90,0.8
2705.00,0
2705.10,0
2705.20,0
2705.30,0
2705.40,0
2705.50,0
2705.60,0
2705.70,0
2705.80,0
2705.90,0
2706.00,0
2706.10,0
2706.20,0
2706.30,0
2706.40,0
2706.50,0
2706.60,0
2706.70,0
2706.80,0
2706.90,0
2707.00,0
2707.10,0
2707.20,0
2707.30,0
2707.40,0
2707.50,0
2707.60,0
2707.70,0
2707.80,0
2707.90,0
2708.00,0
2708.10,0
2708.20,0
2708.30,0
2708.40,0
2708.50,0
2708.60,0
2708.70,0
2708.80,0
2708.90,0
2709.00,0
2709.10,0
2709.20,0
2709.30,0
2709.40,0
2709.50,0
2709.60,0
2709.70,0
2709.80,0
2709.90,0
2710.00,0
2710.10,0
2710.20,0
2710.30,0
2710.40,0
2710.50,0
2710.60,0
2710.70,0
2710.80,0
2710.90,0
2711.00,0
2711.10,0
2711.20,0
2711.30,0
2711.40,0.688120394
2711.50,0
2711.60,0
2711.70,0.683074824
2711.80,0
2711.90,0
2712.00,0.445319
2712.10,0.262229632
2712.20,0.300083015
2712.30,0.534975567
2712.40,1.014667793
2712.50,0.928918618
2712.60,0
2712.70,0
2712.80,0
2712.90,0
2713.00,0
2713.10,0
2713.20,0
2713.30,0
2713.40,0
2713.50,0
2713.60,0
2713.70,0
2713.80,0
2713.90,0
2714.00,0
2714.10,0
2714.20,0
2714.30,0
2714.40,0
2714.50,0
2714.60,0
2714.70,0
2714.80,0
2714.90,0
2715.00,0
2715.10,0
2715.20,0
2715.30,0
2715.40,0
2715.50,0
2715.60,0
2715.70,0
2715.80,0
2715.90,0
2716.00,0
2716.10,0
2716.20,0
2716.30,0
2716.40,0
2716.50,0
2716.60,0
2716.70,0
2716.80,0
2716.90,0
2717.00,0
2717.10,0
2717.20,0
2717.30,0
2717.40,0
2717.50,0
2717.60,0
2717.70,0
2717.80,0
2717.90,0
2718.00,0
2718.10,0
2718.20,0
2718.30,0
2718.40,0
2718.50,0
2718.60,0
2718.70,0
2718.80,0
2718.90,0
2719.00,0
2719.10,0
2719.20,0
2719.30,0
2719.40,0
2719.50,0
2719.60,0
2719.70,0
2719.80,0
2719.90,0
2720.00,0
2720.10,0
2720.20,0
2720.30,0
2720.40,0
2720.50,0
2720.60,0
2720.70,0
2720.80,0
2720.90,0
2721.00,0
2721.10,0
2721.20,0
2721.30,0
2721.40,0
2721.50,0
2721.60,0
2721.70,0
2721.80,0
2721.90,0
2722.00,0
2722.10,0
2722.20,0
2722.30,0
2722.40,0
2722.50,0
2722.60,0
2722.70,0
2722.80,0
2722.90,0
2723.00,0
2723.10,0
2723.20,0
2723.30,0
2723.40,0
2723.50,0
2723.60,0
2723.70,0
2723.80,0
2723.90,0
2724.00,0
2724.10,0
2724.20,0
2724.30,0
2724.40,0
2724.50,0
2724.60,0
2724.70,0
2724.80,0
2724.90,0
2725.00,0
2725.10,0
2725.20,0
2725.30,0
2725.40,0
2725.50,0
2725.60,0
2725.70,0
2725.80,0
2725.90,0
2726.00,0
2726.10,0
2726.20,0
2726.30,0
2726.40,0
2726.50,0
2726.60,0
2726.70,0
2726.80,0
2726.90,0
2727.00,0
2727.10,0
2727.20,0
2727.30,0
2727.40,0
2727.50,0
2727.60,0
2727.70,0
2727.80,0
2727.90,0
2728.00,0
2728.10,0
2728.20,0
2728.30,0
2728.40,0
2728.50,0
2728.60,0
2728.70,0
2728.80,0
2728.90,0
2729.00,0
2729.10,0
2729.20,0
2729.30,0
2729.40,0
2729.50,0
2729.60,0
2729.70,0
2729.80,0
2729.90,0
2730.00,0
2730.10,0
2730.20,0
2730.30,0
2730.40,0
2730.50,0
2730.60,0
2730.70,0
2730.80,0
2730.90,0
2731.00,0
2731.10,0
2731.20,0
2731.30,0
2731.40,0
2731.50,0
2731.60,0
2731.70,0
2731.80,0
2731.90,0
2732.00,0
2732.10,0
2732.20,0
2732.30,0
2732.40,0
2732.50,0
2732.60,0
2732.70,0
2732.80,0
2732.90,0
2733.00,0
2733.10,0
2733.20,0
2733.30,0
2733.40,0
2733.50,0
2733.60,0
2733.70,0
2733.80,0
2733.90,0
2734.00,0
2734.10,0
2734.20,0
2734.30,0
2734.40,0
2734.50,0
2734.60,0
2734.70,0
2734.80,0
2734.90,0
2735.00,0
2735.10,0
2735.20,0
2735.30,0
2735.40,0
2735.50,0
2735.60,0
2735.70,0
2735.80,0
2735.90,0
2736.00,0
2736.10,0
2736.20,0
2736.30,0
2736.40,0
2736.50,0
2736.60,0
2736.70,0
2736.80,0
2736.90,0
2737.00,0
2737.10,0
2737.20,0
2737.30,0
2737.40,0
2737.50,0
2737.60,0
2737.70,0
2737.80,0
2737.90,0
2738.00,0
2738.10,0
2738.20,0
2738.30,0
2738.40,0
2738.50,0
2738.60,0
2738.70,0
2738.80,0
2738.90,0
2739.00,0
2739.10,0
2739.20,0
2739.30,0
2739.40,0
2739.50,0
2739.60,0
2739.70,0
2739.80,0
2739.90,0
2740.00,0
2740.10,0
2740.20,0
2740.30,0
2740.40,0
2740.50,0
2740.60,0
2740.70,0
2740.80,0
2740.90,0
2741.00,0
2741.10,0
2741.20,0
2741.30,0
2741.40,0
2741.50,0
2741.60,0
2741.70,0
2741.80,0
2741.90,0
2742.00,0
2742.10,0
2742.20,0
2742.30,0
2742.40,0
2742.50,0
2742.60,0
2742.70,0
2742.80,0
2742.90,0
2743.00,0
2743.10,0
2743.20,0
2743.30,0
2743.40,0
2743.50,0
2743.60,0
2743.70,0
2743.80,0
2743.90,0
2744.00,0
2744.10,0
2744.20,0
2744.30,0
2744.40,0
2744.50,0
2744.60,0
2744.70,0
2744.80,0
2744.90,0
2745.00,0
2745.10,0
2745.20,0
2745.30,0
2745.40,0
2745.50,0
2745.60,0
2745.70,0
2745.80,0
2745.90,0
2746.00,0
2746.10,0
2746.20,0
2746.30,0
2746.40,0
2746.50,0
2746.60,0
2746.70,0
2746.80,0
2746.90,0
2747.00,0
2747.10,0
2747.20,0
2747.30,0
2747.40,0
2747.50,0
2747.60,0
2747.70,0
2747.80,0
2747.90,0
2748.00,0
2748.10,0
2748.20,0
2748.30,0
2748.40,0
2748.50,0
2748.60,0
2748.70,0
2748.80,0
2748.90,0
2749.00,0
2749.10,0
2749.20,0
2749.30,0
2749.40,0
2749.50,0
2749.60,0
2749.70,0
2749.80,0
2749.90,0
2750.00,0
2750.10,0
2750.20,0
2750.30,0
2750.40,0
2750.50,0
2750.60,0
2750.70,0
2750.80,0
2750.90,0
2751.00,0
2751.10,0
2751.20,0
2751.30,0
2751.40,0
2751.50,0
2751.60,0
2751.70,0
2751.80,0
2751.90,0
2752.00,0
2752.10,0
2752.20,0
2752.30,0
2752.40,0
2752.50,0
2752.60,0
2752.70,0
2752.80,0
2752.90,0
2753.00,0
2753.10,0
2753.20,0
2753.30,0
2753.40,0
2753.50,0
2753.60,0
2753.70,0
2753.80,0
2753.90,0
2754.00,0
2754.10,0
2754.20,0
2754.30,0
2754.40,0
2754.50,0
2754.60,0
2754.70,0
2754.80,0
2754.90,0
2755.00,2.1
2755.10,0
2755.20,0
2755.30,0
2755.40,0
2755.50,0
2755.60,0
2755.70,0
2755.80,0
2755.90,0
2756.00,0
2756.10,0
2756.20,0
2756.30,0
2756.40,0
2756.50,0
2756.60,0
2756.70,0
2756.80,0
2756.90,0
2757.00,0
2757.10,0
2757.20,0
2757.30,0
2757.40,0
2757.50,0
2757.60,0
2757.70,0
2757.80,0
2757.90,0
2758.00,0
2758.10,0
2758.20,0
2758.30,0
2758.40,0
2758.50,0
2758.60,0
2758.70,0
2758.80,0
2758.90,0
2759.00,0
2759.10,0
2759.20,0
2759.30,0
2759.40,0
2759.50,0
2759.60,0
2759.70,0
2759.80,0
2759.90,0
2760.00,0
2760.10,0
2760.20,0
2760.30,0
2760.40,0
2760.50,0
2760.60,0
2760.70,0
2760.80,0
2760.90,0
2761.00,0
2761.10,0
2761.20,0
2761.30,0
2761.40,0
2761.50,0
2761.60,0
2761.70,0
2761.80,0
2761.90,0
2762.00,0
2762.10,0
2762.20,0
2762.30,0
2762.40,0
2762.50,0
2762.60,0
2762.70,0
2762.80,0
2762.90,0
2763.00,0
2763.10,0
2763.20,0
2763.30,0
2763.40,0
2763.50,0
2763.60,0
2763.70,0
2763.80,0
2763.90,0
2764.00,0
2764.10,0
2764.20,0
2764.30,0
2764.40,0
2764.50,0
2764.60,0
2764.70,0
2764.80,0
2764.90,0
2765.00,0
2765.10,0
2765.20,0
2765.30,0
2765.40,0
2765.50,0
2765.60,0
2765.70,1.242236149
2765.80,5.8
2765.90,2.1
2766.00,0
2766.10,0
2766.20,0
2766.30,0
2766.40,0
2766.50,0
2766.60,0
2766.70,0
2766.80,0
2766.90,0
2767.00,0
2767.10,0
2767.20,0
2767.30,0
2767.40,0
2767.50,0
2767.60,0
2767.70,0
2767.80,0
2767.90,0
2768.00,0
2768.10,0
2768.20,0
2768.30,0
2768.40,0
2768.50,0
2768.60,0
2768.70,0
2768.80,0
2768.90,0
2769.00,0
2769.10,0
2769.20,0
2769.30,0
2769.40,0
2769.50,0
2769.60,0
2769.70,0
2769.80,0
2769.90,0
2770.00,0
2770.10,0
2770.20,0
2770.30,0
2770.40,0
2770.50,0
2770.60,0
2770.70,0
2770.80,0
2770.90,0
2771.00,0
2771.10,0
2771.20,0
2771.30,2.200704225
2771.40,4.271534315
2771.50,2.343050976
2771.60,2.9
2771.70,2
2771.80,4
2771.90,3.855348385
2772.00,1.242982403
2772.10,0
2772.20,0
2772.30,0
2772.40,0
2772.50,0
2772.60,0
2772.70,0.290335791
2772.80,0
2772.90,0
2773.00,0
2773.10,0
2773.20,0
2773.30,0
2773.40,0
2773.50,0
2773.60,0
2773.70,0
2773.80,0
2773.90,0
2774.00,0
2774.10,0
2774.20,0
2774.30,0
2774.40,0
2774.50,0
2774.60,0
2774.70,0
2774.80,0
2774.90,0
2775.00,0
2775.10,0
2775.20,0
2775.30,0
2775.40,0
2775.50,0
2775.60,0
2775.70,0
2775.80,0
2775.90,0
2776.00,0
2776.10,0
2776.20,0
2776.30,0
2776.40,0
2776.50,0
2776.60,0
2776.70,0
2776.80,0
2776.90,0
2777.00,0
2777.10,0
2777.20,0
2777.30,0
2777.40,0
2777.50,0
2777.60,0
2777.70,0
2777.80,0
2777.90,0
2778.00,0
2778.10,0
2778.20,0
2778.30,0
2778.40,0
2778.50,0
2778.60,0
2778.70,0
2778.80,0
2778.90,0
2779.00,0
2779.10,0
2779.20,0
2779.30,0
2779.40,0
2779.50,0
2779.60,0
2779.70,0
2779.80,0
2779.90,0
2780.00,0
2780.10,0
2780.20,0
2780.30,0
2780.40,0
2780.50,0
2780.60,0
2780.70,0
2780.80,0
2780.90,0
2781.00,0
2781.10,0
2781.20,0
2781.30,0
2781.40,0
2781.50,0
2781.60,0
2781.70,0
2781.80,0
2781.90,0
2782.00,0
2782.10,0
2782.20,0
2782.30,0
2782.40,0
2782.50,0
2782.60,0
2782.70,0
2782.80,0
2782.90,0
2783.00,0
2783.10,0
2783.20,0
2783.30,0
2783.40,0
2783.50,0
2783.60,0
2783.70,0
2783.80,0
2783.90,0
2784.00,0
2784.10,0
2784.20,0
2784.30,0
2784.40,0
2784.50,0
2784.60,0
2784.70,0
2784.80,0
2784.90,0
2785.00,0
2785.10,0
2785.20,0
2785.30,0
2785.40,0
2785.50,0
2785.60,0
2785.70,0
2785.80,0
2785.90,0
2786.00,0
2786.10,0
2786.20,0
2786.30,0
2786.40,0
2786.50,0
2786.60,0
2786.70,0
2786.80,0
2786.90,0
2787.00,0
2787.10,0
2787.20,0
2787.30,0
2787.40,0
2787.50,0
2787.60,0
2787.70,0
2787.80,0
2787.90,0
2788.00,0
2788.10,0
2788.20,0
2788.30,0
2788.40,0
2788.50,0
2788.60,0
2788.70,0
2788.80,0
2788.90,0
2789.00,0
2789.10,0
2789.20,0
2789.30,0
2789.40,0
2789.50,0
2789.60,0
2789.70,0
2789.80,0
2789.90,0
2790.00,0
2790.10,0
2790.20,0
2790.30,0
2790.40,0
2790.50,0
2790.60,0
2790.70,0
2790.80,0
2790.90,0
2791.00,0
2791.10,0
2791.20,0
2791.30,0
2791.40,0
2791.50,0
2791.60,0
2791.70,0
2791.80,0
2791.90,0
2792.00,0
2792.10,0
2792.20,0
2792.30,0
2792.40,0
2792.50,0
2792.60,0
2792.70,0
2792.80,0
2792.90,0
2793.00,0
2793.10,0
2793.20,0
2793.30,0
2793.40,0
2793.50,0
2793.60,0
2793.70,0
2793.80,0
2793.90,0
2794.00,0
2794.10,0
2794.20,0
2794.30,0
2794.40,0
2794.50,0
2794.60,0
2794.70,0
2794.80,0
2794.90,0
2795.00,0
2795.10,0
2795.20,0
2795.30,0
2795.40,0
2795.50,0
2795.60,0
2795.70,0
2795.80,0
2795.90,0
2796.00,0
2796.10,0
2796.20,0
2796.30,0
2796.40,0
2796.50,0
2796.60,0
2796.70,0
2796.80,0
2796.90,0
2797.00,0
2797.10,0
2797.20,0
2797.30,0
2797.40,0
2797.50,0
2797.60,0
2797.70,0
2797.80,0
2797.90,0
2798.00,0
2798.10,0
2798.20,0
2798.30,0
2798.40,0
2798.50,0
2798.60,0
2798.70,0
2798.80,0
2798.90,0
2799.00,0
2799.10,0
2799.20,0
2799.30,0
2799.40,0
2799.50,0
2799.60,0
2799.70,0
2799.80,0
2799.90,0
2800.00,0
2800.10,0
2800.20,0
2800.30,0
2800.40,0
2800.50,0
2800.60,0
2800.70,0
2800.80,0
2800.90,0
2801.00,0
2801.10,0
2801.20,0
2801.30,0
2801.40,0
2801.50,0
2801.60,0
2801.70,0
2801.80,0
2801.90,0
2802.00,0
2802.10,0
2802.20,0
2802.30,0
2802.40,0
2802.50,0
2802.60,0
2802.70,0
2802.80,0
2802.90,0
2803.00,0
2803.10,0
2803.20,0
2803.30,0
2803.40,0
2803.50,0
2803.60,0
2803.70,0
2803.80,0
2803.90,0
2804.00,0
2804.10,0
2804.20,0
2804.30,0
2804.40,0
2804.50,0
2804.60,0
2804.70,0
2804.80,0
2804.90,0
2805.00,0
2805.10,0
2805.20,0
2805.30,0
2805.40,0
2805.50,0
2805.60,0
2805.70,0
2805.80,0
2805.90,0
2806.00,0
2806.10,0
2806.20,0
2806.30,0
2806.40,0
2806.50,0
2806.60,0
2806.70,0
2806.80,0
2806.90,0
2807.00,0
2807.10,0
2807.20,0
2807.30,0
2807.40,0
2807.50,0
2807.60,0
2807.70,0
2807.80,0
2807.90,0
2808.00,0
2808.10,0
2808.20,0
2808.30,0
2808.40,0
2808.50,0
2808.60,0
2808.70,0
2808.80,0
2808.90,0
2809.00,0
2809.10,0
2809.20,0
2809.30,0
2809.40,0
2809.50,0
2809.60,0
2809.70,0
2809.80,0.325335456
2809.90,0
2810.00,0
2810.10,0
2810.20,0
2810.30,0
2810.40,0
2810.50,0
2810.60,0
2810.70,0
2810.80,0
2810.90,0
2811.00,0
2811.10,0
2811.20,0
2811.30,0
2811.40,0
2811.50,0
2811.60,0
2811.70,0
2811.80,0
2811.90,0
2812.00,0
2812.10,0
2812.20,0
2812.30,0
2812.40,0
2812.50,0
2812.60,0
2812.70,0
2812.80,0
2812.90,0
2813.00,0
2813.10,0
2813.20,0
2813.30,0
2813.40,0
2813.50,0
2813.60,0
2813.70,0
2813.80,0
2813.90,0
2814.00,0
2814.10,0
2814.20,0
2814.30,0
2814.40,0
2814.50,0
2814.60,0
2814.70,0
2814.80,0
2814.90,0
2815.00,0
2815.10,0
2815.20,0
2815.30,0
2815.40,0
2815.50,0
2815.60,0
2815.70,0
2815.80,0
2815.90,0
2816.00,0
2816.10,0
2816.20,0
2816.30,0
2816.40,0
2816.50,0
2816.60,0
2816.70,0
2816.80,0
2816.90,0
2817.00,0
2817.10,0
2817.20,0.254802864
2817.30,0.200843274
2817.40,0
2817.50,0
2817.60,0.263718214
2817.70,3.297029181
2817.80,1.299492774
2817.90,7.136248319
2818.00,0.917068564
2818.10,0
2818.20,0.285045251
2818.30,0
2818.40,0
2818.50,0.467104188
2818.60,1.500519682
2818.70,0.441841445
2818.80,0
2818.90,0
2819.00,0
2819.10,0
2819.20,0.312467211
2819.30,0.110519404
2819.40,0
2819.50,0
2819.60,0
2819.70,0
2819.80,0
2819.90,0
2820.00,0.941658952
2820.10,0
2820.20,0
2820.30,0
2820.40,0
2820.50,0
2820.60,0
2820.70,0
2820.80,0
2820.90,0
2821.00,0
2821.10,0
2821.20,0
2821.30,0.655670361
2821.40,0
2821.50,0
2821.60,0
2821.70,0
2821.80,0.059760966
2821.90,1.6
2822.00,0.208830073
2822.10,0
2822.20,0
2822.30,0
2822.40,0
2822.50,0
2822.60,0
2822.70,0
2822.80,0
2822.90,0
2823.00,0
2823.10,0
2823.20,0
2823.30,0
2823.40,0
2823.50,0
2823.60,0
2823.70,0
2823.80,0
2823.90,0
2824.00,0
2824.10,0
2824.20,0
2824.30,0
2824.40,0
2824.50,0
2824.60,0
2824.70,0
2824.80,0
2824.90,0
2825.00,0
2825.10,0
2825.20,0
2825.30,0
2825.40,0
2825.50,0
2825.60,0
2825.70,0
